target,ids,date,flag,user,text
0,2326834061,Thu Jun 25 07:34:22 PDT 2009,NO_QUERY,annesguerra,CARLA MAYE SOLIS ITS NOT COOL MISSING YOU HUHUHUHUHU 
0,2326834219,Thu Jun 25 07:34:23 PDT 2009,NO_QUERY,already_used,@_sinequanon hm that sucks. why is it so late in hamburg?  you should totally come to berlin on saturday 
0,2326834776,Thu Jun 25 07:34:25 PDT 2009,NO_QUERY,donnasfineart,Okay the link didn't light up  facebook.com/donnasfineart.
0,2326834921,Thu Jun 25 07:34:26 PDT 2009,NO_QUERY,Scary101,@minorstudios Sorry but my cousins can't drop down to your office with my letter... I will just send it to your office.....  *cries*  
0,2326835066,Thu Jun 25 07:34:27 PDT 2009,NO_QUERY,sparkelinjewel,"Going to eat, then work till 9 "
0,2326835980,Thu Jun 25 07:34:31 PDT 2009,NO_QUERY,gauneyKAY,"@judez_xo naww babes i lover you, dont cry "
0,2326836021,Thu Jun 25 07:34:31 PDT 2009,NO_QUERY,TrampyisFIT,@slightsarcasm Im not sure  what are we like ha :L x
0,2326836374,Thu Jun 25 07:34:33 PDT 2009,NO_QUERY,o_kubas,Babysitting. Don't feel good. 
0,2326836957,Thu Jun 25 07:34:36 PDT 2009,NO_QUERY,Tmptd2Touch,@Donny_Lyriicz but anywaysssss heyyy fam!  will I be seeing you this pride?? What happened to the pics we took last year?? 
0,2326837359,Thu Jun 25 07:34:38 PDT 2009,NO_QUERY,NiiCCii_94,@mileycyrus i never was in hollywood 
0,2326837384,Thu Jun 25 07:34:38 PDT 2009,NO_QUERY,freefromdebtgy,Hiding my enthusiasm around folks who don't share my debt free thinking is sometimes painful. 
0,2326837385,Thu Jun 25 07:34:38 PDT 2009,NO_QUERY,amitjakhu,dammit now i have to go to shool again tomorrow 
0,2326837414,Thu Jun 25 07:34:38 PDT 2009,NO_QUERY,Bankidesigns,@LaSource_Hotel Your hotel is beautiful too bad there's no availabilities for this Christmas. 
0,2326837568,Thu Jun 25 07:34:39 PDT 2009,NO_QUERY,mlittledevil77,@danradxmichelle yeah it wa short but again in it the plot was to kill me 
0,2326838065,Thu Jun 25 07:34:41 PDT 2009,NO_QUERY,relativesanity,@sambrown the problem *we* have is that *they* really do want to use Word to write email. That's the selling point 
0,2326838100,Thu Jun 25 07:34:41 PDT 2009,NO_QUERY,jillianpye,Want to go to the pool---but I don't have a swimming suit that fits this extra large version of my body. sad 
0,2326838536,Thu Jun 25 07:34:43 PDT 2009,NO_QUERY,jacqui11,back in sunny England which means back to work 
0,2326838775,Thu Jun 25 07:34:44 PDT 2009,NO_QUERY,purplechidna,"Why, oh why does it have to be sooo hot? Disappearing into a pool of salty water I have thus far generated. "
0,2326838976,Thu Jun 25 07:34:45 PDT 2009,NO_QUERY,Dagneau,Dad's is getting out of the country again... 
0,2326839100,Thu Jun 25 07:34:46 PDT 2009,NO_QUERY,fbgrealestate,My UT Longhorns came up short against a great LSU team last night  What a season though! Great job guys...!
0,2326839675,Thu Jun 25 07:34:48 PDT 2009,NO_QUERY,TroyDizon,With all the boxing hoopla I feel like fans will never get to watch Pacquiao-Mayweather 
0,2326840255,Thu Jun 25 07:34:51 PDT 2009,NO_QUERY,vainveinstouch,so i had to put the dead cockatiel in the fridge.. and when i opened the door i discovered 8 other little dead birds  
0,2326840430,Thu Jun 25 07:34:52 PDT 2009,NO_QUERY,lwluvsu,Its saying i have a virus again  idk what to do!!
0,2326841083,Thu Jun 25 07:34:55 PDT 2009,NO_QUERY,atravel,"Wow, tons of new internet scams out there "
0,2326841703,Thu Jun 25 07:34:58 PDT 2009,NO_QUERY,Lemonpillows,I have a big ulcer on my tongue  not happy!
0,2326841894,Thu Jun 25 07:34:59 PDT 2009,NO_QUERY,mdkitz,My prayers and thoughts go out to Farrah Fawcett and her family! 
0,2326842809,Thu Jun 25 07:35:03 PDT 2009,NO_QUERY,NecessaryJ,@Brajana I had to get up and feed the sick bunny and that takes a while.  I knew it and I also knew I was going to be late!  
0,2326842852,Thu Jun 25 07:35:03 PDT 2009,NO_QUERY,loganleasure,Coffee and starting to pack. Work tonight. 
0,2326842977,Thu Jun 25 07:35:04 PDT 2009,NO_QUERY,mandi_louise,"@eves_x hey am ok, lost internet connection at home though  its Carmine Giovassno (sp) Danny Messer in CSI:NY"
0,2326843126,Thu Jun 25 07:35:04 PDT 2009,NO_QUERY,angilio,@dtmcgrath so. jealous 
0,2326843692,Thu Jun 25 07:35:07 PDT 2009,NO_QUERY,sgetgood,@melsil thx  I guess I'll deal.
0,2326843823,Thu Jun 25 07:35:07 PDT 2009,NO_QUERY,tingabellz,*shingshing* thx 2 salt 
0,2326843880,Thu Jun 25 07:35:07 PDT 2009,NO_QUERY,VivatRegina,@Pearl OMG sobrang hindi pa rin sulit kahit may sale.  Their regular prices here are so much more expensive than standard prices in Spain.
0,2326844060,Thu Jun 25 07:35:08 PDT 2009,NO_QUERY,exotickandikane,@melaniewashere Pooie I would go but have work and class 
0,2326844172,Thu Jun 25 07:35:09 PDT 2009,NO_QUERY,MORGASM14,@seanhansford i love you moooore. i'm missing you 
0,2326845872,Thu Jun 25 07:35:17 PDT 2009,NO_QUERY,kbktea,@KatInsane it can be heartbreaking when our parents have failings. you have to carry on without their help sometimes 
0,2326846278,Thu Jun 25 07:35:19 PDT 2009,NO_QUERY,TheEmmaHamilton,@JessObsess That's my only offer  You can has Ryden if you have @brendonuriesays and @thisisryanross (:
0,2326846573,Thu Jun 25 07:35:20 PDT 2009,NO_QUERY,NathanHarms,Wanted to go see transformers 2 tonight but it's selling out everywhere! 
0,2326846575,Thu Jun 25 07:35:20 PDT 2009,NO_QUERY,ImGela,@lkaywest @anniesanspants I just wish i could be at the beach today. Instead im stuck inside.  im missing out on summer.
0,2326846730,Thu Jun 25 07:35:21 PDT 2009,NO_QUERY,bbethannyy,"no roadtrip buddy  now I can't see my boyfriend graduate boot camp, no its ok.. just someone give me the best anti-depressants you got"
0,2326847033,Thu Jun 25 07:35:22 PDT 2009,NO_QUERY,Stephyyyx,@charlottierose dont worry char you'll be there in spirit!! gonna miss ya  xxx
0,2326847555,Thu Jun 25 07:35:24 PDT 2009,NO_QUERY,K_Emery,Where do I file my white whine? My smartphone is being stupid 
0,2326847578,Thu Jun 25 07:35:25 PDT 2009,NO_QUERY,KimPossible40,"@KimberleKelly @a_simple_girl  sorry girls, i feel schmutzy today "
0,2326847847,Thu Jun 25 07:35:26 PDT 2009,NO_QUERY,Steph_Dominique,enjoying my week off...now comes the busy part... 
0,2326857894,Thu Jun 25 07:36:14 PDT 2009,NO_QUERY,KnightMareRun,Just set up appt. for Demonica @ vet. 
0,2326857914,Thu Jun 25 07:36:14 PDT 2009,NO_QUERY,jsparhwk,For some reason when I got up this morning I thought it was Friday... Someone just broke the news to me 
0,2326857959,Thu Jun 25 07:36:14 PDT 2009,NO_QUERY,annafranke,gotta go to work now. horrible  hope i get those tickets i wanna get. fingers crossed pls haa. cant wait to get back home! xD xxx
0,2326858088,Thu Jun 25 07:36:15 PDT 2009,NO_QUERY,MissStapo,Missed the earthquake! Brett felt it tho....   
0,2326858375,Thu Jun 25 07:36:16 PDT 2009,NO_QUERY,maddyhubba,"@SoloRunner thanks.  I should just rest, but I have a busy day and deadlines. "
0,2326859194,Thu Jun 25 07:36:19 PDT 2009,NO_QUERY,nakednaturalist,@gymnosophy your right there although I couldnt manage painting the front of my house nude it's on a road  ah well almost time for a hike
0,2326859791,Thu Jun 25 07:36:22 PDT 2009,NO_QUERY,jwbond,Up now...not sure if i am happy about it.. 
0,2326859955,Thu Jun 25 07:36:23 PDT 2009,NO_QUERY,Nusretnina,@JonathanRKnight You still in pain with ya PERIOD..?!!Lol  So you ready for some girl talk...lemme know i'm here..need a shoulder today.. 
0,2326860524,Thu Jun 25 07:36:26 PDT 2009,NO_QUERY,K_night4me,@MrsKnightBerg my BB was in my hand all night and the batt was low so had to charge it  what's ur fave drink at starbucks??
0,2326861079,Thu Jun 25 07:36:28 PDT 2009,NO_QUERY,letssingbaby,Wishes Nelena would just go public about their past love. We all know it happened. I wish Nelena was back together  I won't stop hoping!
0,2326861155,Thu Jun 25 07:36:29 PDT 2009,NO_QUERY,deliseus,"off to work - on my bike that is, for our poor car has to go to the hospital "
0,2326861381,Thu Jun 25 07:36:30 PDT 2009,NO_QUERY,Damzell,Sun better show up today!!! Off to the gym last day of weight training! 
0,2326861913,Thu Jun 25 07:36:32 PDT 2009,NO_QUERY,meislea,"@abcmayee I miss you too, buddy. A lot. Ahaha. Uhh, She can be a real snob sometimes. I mean, check out her interviews. Haha! I miss GG! "
0,2326862278,Thu Jun 25 07:36:34 PDT 2009,NO_QUERY,sandizzel,@SaraGasparotto I miss you guys too.  i think a trip to Cali is in order.
0,2326862442,Thu Jun 25 07:36:35 PDT 2009,NO_QUERY,wadddupsoph,@HaleyHolmesss oh I have work @5 
0,2326862912,Thu Jun 25 07:36:37 PDT 2009,NO_QUERY,KissMeDonnie,@DonnieWahlberg Detroit's a long way from New Orleans  wish I could be there!! ***twugs!!!!!***
0,2326862973,Thu Jun 25 07:36:37 PDT 2009,NO_QUERY,butterfly729,Doesn't want to go to her dentist app this morning!! But that's what I get for missing it yesterday. 
0,2326863377,Thu Jun 25 07:36:39 PDT 2009,NO_QUERY,CarolynM92,had a day off! Relaxing! If it wouldn't rain all day 
0,2326863569,Thu Jun 25 07:36:40 PDT 2009,NO_QUERY,WindlessMeadow,"@MegAllanCole Loved it! I tried to post my DIY wedding photos in the forums, but the photos didn't show  DIY my cupcake stand - classic!"
0,2326863971,Thu Jun 25 07:36:42 PDT 2009,NO_QUERY,nishu29,got a tooth pulled out............. i m in pain 
0,2326864037,Thu Jun 25 07:36:42 PDT 2009,NO_QUERY,mossrockss,@Ohhabi ouch. I'm so sorry you have to go through this  but hopefully the light is visible at the end of the tunnel!
0,2326864205,Thu Jun 25 07:36:43 PDT 2009,NO_QUERY,Narciso17,"Hola, Twittsters - on my way to the docotr's...this whole biz about pulling out ur back is for the birds  "
0,2326864628,Thu Jun 25 07:36:45 PDT 2009,NO_QUERY,hardcorespice,the thoughts in my head make me a sad person 
0,2326864968,Thu Jun 25 07:36:47 PDT 2009,NO_QUERY,fluxystar,@audiolove  but Sunday will be fun?
0,2326865433,Thu Jun 25 07:36:49 PDT 2009,NO_QUERY,x0stephanieee,@laurenlaudato lauren....please talk to bryson!!!   pretty pretty please!!! 4 me...!  
0,2326865912,Thu Jun 25 07:36:51 PDT 2009,NO_QUERY,JasonDeehr,"@ericholderness Barely 2 seasons   But you are right, it will prolly rain.  I mean, it's Seattle.  ROFL"
0,2326865930,Thu Jun 25 07:36:51 PDT 2009,NO_QUERY,harpy09,home. work. miss my boy 
0,2326865959,Thu Jun 25 07:36:52 PDT 2009,NO_QUERY,BionicChango,Apparently my repaired xbox360 elite should arrive from the repair center tomorrow.  I've missed her since she's been gone 
0,2326866046,Thu Jun 25 07:36:52 PDT 2009,NO_QUERY,jzingery,@mama2threebugs : I can't believe your baby is going to be 2!!!    Drew is going to be 3 in August... *tear*
0,2326866098,Thu Jun 25 07:36:52 PDT 2009,NO_QUERY,littletjane,"k w/ big time runny nose. sad little girl! 10 mos old clinging to me w/ 100 fever. mean 'ol teeth! oldest cranky, too.  what a day so far!"
0,2326866322,Thu Jun 25 07:36:53 PDT 2009,NO_QUERY,jill777,@DonnieWahlberg Morning! Will you @jasonjmikemgmt be giving out tix to houston as well??  i want 2 make the trip &amp; there is sh*t left! 
0,2326866418,Thu Jun 25 07:36:54 PDT 2009,NO_QUERY,lexiibettinger,@JalissaMunoz yeaaa like this morining he was fighting with me to take its i felt so bad that i was yelling at him to take 
0,2326866594,Thu Jun 25 07:36:55 PDT 2009,NO_QUERY,leeanne_b,@ThursdayFizz  Hey I'm really sorry I can't it's Di's birthday present tonight! Totally gutted 
0,2326867223,Thu Jun 25 07:36:57 PDT 2009,NO_QUERY,smacula,@S4BI awww.. maybe she needs to visit the tickle monster 
0,2326867267,Thu Jun 25 07:36:58 PDT 2009,NO_QUERY,CentralPymtCorp,Visa/MasterCard is charging all MSP's $.03 for Visa &amp; $.02 for MC transactions 4 PCI Security fees. This is passed on to the Merchant. 
0,2326867403,Thu Jun 25 07:36:58 PDT 2009,NO_QUERY,michbln,nope  sorry
0,2326867439,Thu Jun 25 07:36:58 PDT 2009,NO_QUERY,lleannmichelle,OH dang! I looked up and everyones gone. Mann! i needa pay attention 
0,2326867634,Thu Jun 25 07:36:59 PDT 2009,NO_QUERY,justconnor,"Moms telling me the news says there was an accident on Airport out by Trahern last night, one dead two injured... Says it was teens. Uhoh "
0,2326867916,Thu Jun 25 07:37:01 PDT 2009,NO_QUERY,michaela_mv,@LegendKiller489 aw that's mean haha. 
0,2326868035,Thu Jun 25 07:37:02 PDT 2009,NO_QUERY,SingsNakd2NKOTB,@LISAMARIE777 yep... @donniewahlberg forgot alllllll about us Mohegan Sun crowd...no love on here at ALL!!!    wussupwitdat?
0,2326868266,Thu Jun 25 07:37:03 PDT 2009,NO_QUERY,kensey2626,I'm craving Sushi and Jamba Juice!!! 
0,2326869039,Thu Jun 25 07:37:06 PDT 2009,NO_QUERY,xxAnnaSxx,@MusicIsHealthy no  my computer doesnt show the website correct..T.T how is it?
0,2326869259,Thu Jun 25 07:37:07 PDT 2009,NO_QUERY,mstennakey901,@AP_DeltaDiva ok..so I saw ur lake pix on FB! u know the lake's one of my fave vacay spots! i'm sad i wasnt invited 
0,2326869547,Thu Jun 25 07:37:08 PDT 2009,NO_QUERY,ebonylovesyoux,i eathier have hay-fever or i'm allergic to something. badtimes 
0,2326869554,Thu Jun 25 07:37:09 PDT 2009,NO_QUERY,patrickod,@BrerAndy oh god no. Not again. I don't want to do the initiation ceremony again 
0,2326870736,Thu Jun 25 07:37:14 PDT 2009,NO_QUERY,alinachia,"@surfingthesun HAHA WHAAAT, but its so unfair, bintan is like no h1n1  i think im going anyway i can right? :S"
0,2326870813,Thu Jun 25 07:37:14 PDT 2009,NO_QUERY,robinmatthewfry,"@FSDS Chance'd be a fine thing  No, just random selections from last.fm"
0,2326870833,Thu Jun 25 07:37:15 PDT 2009,NO_QUERY,deeheidz,baby found in shoebox   http://bit.ly/11UwJD
0,2326871128,Thu Jun 25 07:37:16 PDT 2009,NO_QUERY,ambersturgis,http://twitpic.com/8dfur - my fingers were super swollen this morning! . . worse than normal. ouch. 
0,2326871377,Thu Jun 25 07:37:17 PDT 2009,NO_QUERY,strictintheory,"@nothinbthetruth hey man, what can I say, Baton Rouge is a joke. Thats why I stay in Shreveport and New Orleans (chris is from here tho) "
0,2326871547,Thu Jun 25 07:37:18 PDT 2009,NO_QUERY,hollynoelb,@basics lol I've had one for awhile I just didn't remember my password 
0,2326871577,Thu Jun 25 07:37:18 PDT 2009,NO_QUERY,rupl,@jenniferconley @dustincurrie so the guy with the most work to do forgets to log a few hours and is humiliated. some things never change 
0,2326872072,Thu Jun 25 07:37:20 PDT 2009,NO_QUERY,BiGVixXen,@xoclarity where have you been? I miss you 
0,2326872447,Thu Jun 25 07:37:22 PDT 2009,NO_QUERY,KCBOOKS,daughter wants me to make a delicious breakfast like she had @ Extreme Makeover set...lol.  Honey we only have reg. food here and no chef 
0,2326872795,Thu Jun 25 07:37:24 PDT 2009,NO_QUERY,Anniebug11,Hospital to get lab work done and to fill out some paper work for my surgery that's Monday...So nervous 
0,2326873341,Thu Jun 25 07:37:26 PDT 2009,NO_QUERY,mgkc1975,"@donniewahlberg I am jealous, I want to be in Detroit for the ticket giveaway  too bad I am in NY!!!!"
0,2326873661,Thu Jun 25 07:37:28 PDT 2009,NO_QUERY,Serz_241194,so freekin crapped off with mark 
0,2326874332,Thu Jun 25 07:37:31 PDT 2009,NO_QUERY,joshuar1313,@aliciadunaway  boo that
0,2326874496,Thu Jun 25 07:37:32 PDT 2009,NO_QUERY,casiestewart,@djlissamonet working today. no p[lans tonight. have some work to catch up on 
0,2326874699,Thu Jun 25 07:37:33 PDT 2009,NO_QUERY,macbella2,@GGGKeri Oh man that is long.  How did it happen if I am not being too nosy .She is so young. Only 10 years older than I am. 
0,2326874800,Thu Jun 25 07:37:34 PDT 2009,NO_QUERY,RodolfoAL,@smoshian i don't get why they re-recorded tastes like kevin bacon for the new album and not ulrich firelord. it's so much better 
0,2326874837,Thu Jun 25 07:37:34 PDT 2009,NO_QUERY,lina_luka,it really sucks that my french is so lousy.  all i can remeber is &quot;salut. je m'appelle lina.&quot;
0,2326875109,Thu Jun 25 07:37:35 PDT 2009,NO_QUERY,gaufre,"@netscribe no link, too many files and still glitches. "
0,2326875270,Thu Jun 25 07:37:36 PDT 2009,NO_QUERY,jasonhickerson,Metro = freakishly hot!!!  Now I know what leftovers feel like in the microwave!  
0,2326875491,Thu Jun 25 07:37:37 PDT 2009,NO_QUERY,11megan,has the dentist today 
0,2326875498,Thu Jun 25 07:37:37 PDT 2009,NO_QUERY,AceofHearts08,@MartyBTV you are so mean to me... 
0,2326875519,Thu Jun 25 07:37:37 PDT 2009,NO_QUERY,thisistc,Watching Hewitt and Del Potro. It's a good match. Hope Lleyton can finish him off. Been a bad day for me so far 
0,2326880934,Thu Jun 25 07:38:03 PDT 2009,NO_QUERY,ckolderup,@harrisw It's so true 
0,2326880992,Thu Jun 25 07:38:03 PDT 2009,NO_QUERY,misskely,@alkanphel I doubt so.. Seems like worsen the condition leh. 
0,2326881123,Thu Jun 25 07:38:04 PDT 2009,NO_QUERY,Angelicagnes,i hate waking up this early and going home really late from school 
0,2326881175,Thu Jun 25 07:38:04 PDT 2009,NO_QUERY,PerryPiekarski,Adventure log: it's so fucking hot today. 
0,2326881263,Thu Jun 25 07:38:04 PDT 2009,NO_QUERY,hussulinux,@artagnon colors are configurable by the user; my bad taste 
0,2326881289,Thu Jun 25 07:38:05 PDT 2009,NO_QUERY,lyndiclark,Has the worst headache ever!  packing for Cozumel tomorrow...
0,2326881440,Thu Jun 25 07:38:05 PDT 2009,NO_QUERY,manwellreyes,"So I'm takin 3 different planes today to end up in altoona, pa. Yippee!!!  I hate small planes! #fb"
0,2326881585,Thu Jun 25 07:38:06 PDT 2009,NO_QUERY,Ekklektizity,Wishing this old Frozen Coffee in may car wasn't.........old........I'm thirsty 
0,2326881721,Thu Jun 25 07:38:07 PDT 2009,NO_QUERY,seanieh66,"@NessaBanks  We're baking here, but no riding for me....work, work, work "
0,2326881976,Thu Jun 25 07:38:08 PDT 2009,NO_QUERY,Smfplod,"Work, sleep, work, sleep, work, sleep.  Does it get any better than this? "
0,2326882210,Thu Jun 25 07:38:09 PDT 2009,NO_QUERY,MattGoldberg,Never heard from Renner   Oh well.  Off to airport.
0,2326882420,Thu Jun 25 07:38:10 PDT 2009,NO_QUERY,_strokemyEGO,up .. gotta get ready to go to this stupid schoool. 
0,2326883149,Thu Jun 25 07:38:13 PDT 2009,NO_QUERY,_justinmorgan_,Is very bored. The internet is down and she doenst get sevice in that room so i cant talk to my baby  _je t'aime_
0,2326883260,Thu Jun 25 07:38:14 PDT 2009,NO_QUERY,Bon_age,I want an iphone 
0,2326883279,Thu Jun 25 07:38:14 PDT 2009,NO_QUERY,kotisan,"What type of engines are used on a Cessna Citation Type X - bugger, this isn't a google bar. "
0,2326883410,Thu Jun 25 07:38:15 PDT 2009,NO_QUERY,Suuni8,my throat hurts and I feel icky!  hope I didn't catch anything
0,2326883608,Thu Jun 25 07:38:16 PDT 2009,NO_QUERY,stephmavros,@officialLG yesss you are beautiful! you went into subway in adelaide after your concert omgosh 
0,2326883610,Thu Jun 25 07:38:16 PDT 2009,NO_QUERY,ChrisCree,The real life &quot;Shifty&quot; Powers from Band of Brothers died last week.  http://tr.im/pJ1k
0,2326883694,Thu Jun 25 07:38:16 PDT 2009,NO_QUERY,xxxAnnaxxxx,@spencerpratt when do you back in the Jungle? watching in the UK and your not on it 
0,2326884043,Thu Jun 25 07:38:18 PDT 2009,NO_QUERY,iampriteshdesai,one thing i noticed this time is that bhayyas have invaded goa 
0,2326884277,Thu Jun 25 07:38:19 PDT 2009,NO_QUERY,juliajonas2010,just took my camp swim test....i feel like a polar bear 
0,2326885338,Thu Jun 25 07:38:24 PDT 2009,NO_QUERY,annabaeck,"My cold seems to be coming back.  Big nono! Slept long at least, just chilling today. Gonna read in the warm weather now and write later."
0,2326885362,Thu Jun 25 07:38:24 PDT 2009,NO_QUERY,SimpleMia,"@morgansp12 oh  I hatee the norwegian one, because its so woerd (maybe because I compare it to SP's..)"
0,2326885502,Thu Jun 25 07:38:24 PDT 2009,NO_QUERY,rocishot,@Miss_Emichi me toooooo 
0,2326885822,Thu Jun 25 07:38:26 PDT 2009,NO_QUERY,djjoelyd,"ok, so I just realised that i missed out on Star Trek at the cinema - gutted! Gonna see Terminator to drown my sorrows !! "
0,2326885825,Thu Jun 25 07:38:26 PDT 2009,NO_QUERY,TankaBar_Eric,"On way to create a blip.fm DJ, I got suckered at GrooveShark,  GS is no fun."
0,2326886086,Thu Jun 25 07:38:27 PDT 2009,NO_QUERY,_missJP,i want to go swimming 
0,2326886132,Thu Jun 25 07:38:27 PDT 2009,NO_QUERY,lydiamoxey,@cogings Ive been in the pharmacy two hours. Not impressed 
0,2326886695,Thu Jun 25 07:38:30 PDT 2009,NO_QUERY,halfpress,@Heartagram Seeing similar vague AT&amp;T deadline claims for 3G in our area here in Va. 
0,2326886774,Thu Jun 25 07:38:31 PDT 2009,NO_QUERY,Lydia0010,Off school cos of my ankle 
0,2326887136,Thu Jun 25 07:38:32 PDT 2009,NO_QUERY,NickdeBruyne,"@delonm i'm on the US store, I just need a payment option is all. Demos and free apps only go so far "
0,2326887395,Thu Jun 25 07:38:33 PDT 2009,NO_QUERY,caseyzic,Bout to go to workkk! Boooo 
0,2326887410,Thu Jun 25 07:38:33 PDT 2009,NO_QUERY,ElodieCarter,@bsbfreak2007 I'm so not feeling good at the moment...  My mother doesn't want me to go in London on November to see BSB!
0,2326887661,Thu Jun 25 07:38:34 PDT 2009,NO_QUERY,yog_sototh,Y el mejor disco de Death Metal: Altars of Madness de MORBID ANGEL 
0,2326887733,Thu Jun 25 07:38:35 PDT 2009,NO_QUERY,ocvg,missed Guy Kawasaki in La Jolla this AM  
0,2326888012,Thu Jun 25 07:38:36 PDT 2009,NO_QUERY,MsMadora,"I have so much to do at the house, Joe is working 12 hour days &amp; I feel too tired to do anything after work. "
0,2326888671,Thu Jun 25 07:38:39 PDT 2009,NO_QUERY,avilavanessa,@thebrightlights tamb̩m preciso. 
0,2326889455,Thu Jun 25 07:38:43 PDT 2009,NO_QUERY,d33jtv,wow i passed out at 8:30 and mised alot of calls/messages and stuff from people.  I apologize  I was sick :/
